query_id	doc_id	relevant
8	dtfmcqh6	2
8	yro3xoh4	0
8	pia8gbon	2
8	2jhrd9ex	2
8	f83lor4p	0
8	tirw6l1c	0
8	mlitd45q	2
8	rc0g9qg6	0
8	jdniglgz	0
8	ha3vh13c	0
8	tnp0lrrh	0
8	6l1rypyq	0
8	2tlbeqvb	0
8	c5dm1d6t	0
8	hsr2ue28	0
8	qdxccgea	0
9	4jgjw56d	0
9	a3z050go	0
9	9zjtwp19	0
9	ew5eaeg2	0
9	vgtc0k3a	0
9	1vxa19v0	0
9	bo6ngxot	2
9	wy0y5ztd	0
9	jb05x03a	0
9	1k48jx7v	0
9	swtryfq9	0
9	lxzbvse3	2
9	8j31wu4l	2
9	5450tfh1	0
9	ncenvbbc	0
9	wca9g0dt	0
9	wyl1v83d	2
9	v6un0e7i	0
9	ywkavncn	0
10	f0sc3vmp	2
10	yv7c5xlb	2
10	3yi44xfe	2
10	k5q07y4b	2
10	s0awhe4y	2
10	7fuyg6ng	0
10	3t2ag3gk	2
11	t7iyt5d4	2
11	pwu3ait6	0
11	u9cjb5md	0
11	dn1nse7h	2
11	7mfedn03	0
11	7s0h7lf7	0
11	ipwrd9bf	0
11	xizlc7rf	0
11	tbq04dwn	0
11	r64exwp3	2
11	78bf86g3	0
11	8jhubc2q	0
11	5l308s0c	0
11	vqdfu0t5	0
11	02tomttb	1
11	nbrltocp	0
11	wrr3oief	0
11	e9k6pnr3	0
11	w8qtzjbl	0
11	o8j1dr8v	0
11	zt0s6vo8	0
11	2tbowk4n	2
11	y0ofcfex	0
11	4eo9tmbw	0
11	k86pf2yf	0
11	og2n43zk	0
11	5g3hpvcf	0
11	oaktb562	0
11	4a2jebp1	0
11	irkjiqll	2
11	cx6smyxt	0
11	5rp23zx4	0
11	vii8t2d6	0
11	t1oc2l3v	0
12	e4sshkgk	0
12	29m4jf7y	0
12	7djifxov	0
12	8rs3oep3	2
12	mjsuk66x	0
12	sevj9a3p	2
12	ivznlkhp	0
12	i6bfmhx1	2
12	y9ppd9c3	0
12	qkwgp18h	2
12	9baof9z8	2
12	fzthd8c0	0
12	yjmada6s	0
12	x1ffjbvi	0
12	rb416bbs	0
12	x70u9gz6	0
12	lpw1jp94	0
12	x86yw525	2
12	6mzv33vv	0
12	2el9tx9v	2
12	5eu59xps	0
12	45dy34u0	2
12	ky79aheq	2
12	bdvcwaau	2
12	zsoc4wec	0
12	nfg613c9	2
13	7mfedn03	0
13	j1cdoxqs	0
13	gvfooevu	0
13	be0mr85h	0
13	wcwyzfgl	0
13	8vsp3ksj	1
13	bp9xz9wk	0
13	w8wyzsn0	2
13	jg387csa	2
13	5cygqkgk	2
13	y03brbyb	2
13	brsh2dlt	2
13	rncrk9zd	2
13	ush6iqk5	0
13	gqfltyso	0
13	f8dahf0a	2
13	3awtlpxw	0
13	oukcmch5	0
13	bupb4ooh	0
13	u65mey2z	0
13	11ku3zho	0
13	6p71pt8i	0
13	n6jgr1kx	0
13	eqfz0wpm	0
13	cn1yfjwp	0
13	tktqlfgd	0
13	0lsniwyv	2
13	ayc84fwc	2
13	b9f1r8oa	2
14	tcfert9a	0
14	dddrkzt5	0
14	0dlv1ukh	0
14	opm8pghh	0
14	l7rqfxon	0
14	gkkgtc5r	0
14	leqngbrm	0
14	2vsfsrnk	0
14	i9a7nly6	0
14	jh0v0a5s	0
14	5ad4rm3y	2
14	wxvy01cg	2
14	fs5rx07q	0
14	lk3whw35	0
14	5zzlhyga	2
14	bnrmh1qs	0
14	ha3vh13c	0
14	6aj8zsto	0
14	h6qukrak	0
14	yolo8bb3	0
14	vzdq0cym	0
14	1bepz2rj	2
14	rb55aw3m	0
14	rh9fdy4e	0
14	xbkdylri	0
14	udy9wyu2	0
14	czn8bpz7	0
14	pdxsas2t	0
14	wnqae001	0
15	2epo3a4r	0
15	fpexj3s5	0
15	j1cdoxqs	0
15	ylmdrjus	0
15	0egc0hkx	0
15	qpwwrtq7	0
15	be0mr85h	0
15	fd3j39h0	0
15	bp9xz9wk	0
15	wcwyzfgl	0
15	msy3upqu	0
15	c77x3btm	0
15	1nkoogxn	0
15	ita70a52	0
15	f8yixsds	0
15	w8wyzsn0	0
15	r9gq2oan	0
15	rmwi1yo0	0
15	x8qsmlw5	0
15	5bb9xeh3	0
15	iha9gjt4	0
15	u5nxm9tu	0
15	hby02g4t	0
15	bdze8oic	0
15	itij3ect	0
15	s3eipm48	0
15	tktqlfgd	0
15	6mibp813	0
15	gpa6qnl4	0
15	7nkpfm17	0
15	sneqefec	0
15	n6jgr1kx	0
15	mx7rn5lt	0
16	907b8o0m	0
16	wuy3cwhu	0
16	qpwwrtq7	0
16	w8wyzsn0	0
16	jpw8f2op	0
16	nevoae70	0
16	mgribv9s	0
16	bdze8oic	0
16	4hgh6ygv	0
16	rbsmkwm8	0
17	w630f23b	0
17	7sw4rmyg	0
17	j1cdoxqs	0
17	ekc1tkyt	0
17	kh21pnbw	0
17	gvfooevu	0
17	be0mr85h	0
17	pu1wmrlh	2
17	eqp65sft	0
17	1le537yd	0
17	ik7ev4t0	0
17	3z6i8veu	0
17	x89iy0m2	2
17	0p5rlquv	0
17	eanrbr0a	2
17	np7for7b	2
17	k8pwidcw	0
17	1tc0i21c	0
17	a5pqtb1p	2
17	64x718j8	0
17	ds3udegk	0
17	yl83pr7y	0
17	c69vez92	0
17	t38jonk7	0
17	dcu85b1f	0
17	ef8wmcz9	0
17	bltnfqh9	0
18	u34301eg	0
18	tt8md61t	0
18	l9bnmtxu	0
18	kjpowgix	0
18	o6t05a14	0
18	dbhfnvi2	0
18	2w05l8r6	2
18	y5dalgsz	2
18	mlaz72yt	2
18	59vi2j5g	2
19	28enxc5h	0
19	0c1gbrqe	0
19	gsa3n2ci	0
19	bcb8q6h0	0
19	bq6ogxyq	2
19	phxu6usy	0
19	0evt7ggx	0
19	vjui043o	0
19	8t0eks8g	0
19	ngu58c07	0
19	oyxkzzs8	0
19	2w05l8r6	0
19	2bpidscx	0
19	npxxm5cz	0
19	p998wmm1	2
20	gwnb6ofi	2
20	z5uf591v	0
20	0upp8cv5	2
20	vcrk9mnv	2
21	nqzxcyka	0
21	yjt2g95o	0
21	77dbdxjt	0
21	4f2wkjgj	0
21	tbot0fc9	0
21	94pkc7r5	0
21	j1j5ghl4	2
21	asrkuts7	0
21	uju5ij3c	0
21	92o213bg	0
21	gi4t0dpt	0
21	lcbqxeck	0
21	ugbwvy6j	0
21	5mcc9l2m	0
21	flkd7u9u	0
21	ztso5zm3	0
21	i9a5g86x	2
21	o5wu57qz	2
21	iultl80s	0
21	za05bicm	2
21	t4pgzp5j	2
21	ig7h8ye5	2
22	aiozhs0g	2
22	hsbbr5x4	2
22	44114vqr	2
22	qx3z5jws	2
22	h7x4yzet	2
22	ij4u980v	0
22	7xqmuoye	2
22	x9t3o95c	0
22	98zjtbx6	0
22	qmoc1imb	2
22	j82q99in	0
22	t5zdmken	2
22	bmsw715l	2
22	d4h49d8b	2
22	q0qjfoc0	2
22	6l1rypyq	0
22	dzr7dfcu	2
22	v7xow9kw	0
23	286ca29i	2
23	ba5zus8h	2
23	7pxfzuq0	0
23	rl4n4a9w	0
23	dvl2pud2	2
23	ii2yp4i7	0
23	oxb1jlx4	0
23	red2ga3l	0
23	ln9xw11k	0
23	sxwfnwak	2
23	3bvtcdja	0
23	r3krlegp	2
23	c6bjfuzs	0
23	i7yul1c1	2
23	p7ldfrbv	2
23	9n742oq5	0
23	duohnpj2	2
23	q571agza	2
23	9yb9a9vz	0
23	qsamn8bk	0
23	98nwedhg	0
23	qvsoinfy	0
23	v7xow9kw	0
23	wm5297kw	0
23	mbrefkfv	0
23	ls6q4e0w	0
23	8divjg1z	0
23	nvx9hta7	0
23	pcrewvvb	0
24	xpn39pt8	2
24	02ua1qyj	2
24	xlxfex1j	2
24	x9qxnybj	0
24	c7py2qio	0
24	dvl2pud2	0
24	faj85qxc	0
24	sxwfnwak	2
24	c6bjfuzs	0
24	i7yul1c1	0
24	qsamn8bk	0
24	9yb9a9vz	0
25	m15m1xh8	0
25	og92zxnf	0
25	vogum3ir	0
25	gj518ja2	2
25	ut77tqe2	0
25	gijrt53n	0
25	awcfs1qg	0
25	gzg07b41	0
25	zhrukh5r	0
25	gszkxr1d	0
25	030wsh8e	0
25	jukr60a6	2
25	1bngtom5	2
25	8ojxsgup	0
25	emrwcx0m	2
25	6so8asnh	2
25	75drjjzp	0
25	u6u4qa51	2
25	vybs0fj8	0
25	69toerzi	0
25	s0t9ct24	0
26	g89h7ox7	2
26	s5oxr6es	2
26	x96vp6r4	2
26	udy9wyu2	0
26	aimvn68x	1
26	6m70ltbw	2
26	7kjwe7vf	2
26	mdbb5kgv	0
26	mvxvhtzy	0
26	wy0y5ztd	0
26	jb05x03a	0
26	9zjtwp19	0
26	kaefedl1	2
26	mm38i1gg	2
26	buzt3884	0
26	rex8gz53	0
26	ipeymhfj	0
26	lsse2xvw	0
26	qmp2h3h2	0
26	0cydu5cv	2
26	3bzpg5mg	2
26	hyvwk3h9	0
26	246l9ah0	1
26	0zkww45l	2
26	s3j7v162	2
26	elwo8gd4	1
26	ftanlk8k	0
26	5044ruwl	0
26	10l6kx3e	0
26	1qk77fqo	0
26	tp6qq2pu	0
26	pn6uah7e	0
26	i60v9qvp	0
26	tigm6sqf	0
26	dgos3ugw	2
26	g48wg7o2	2
27	vnq1fjwy	0
27	55dihml5	0
27	ubuetsi3	0
27	zolktlsj	0
27	9pmix2zq	0
27	cz3dx4ld	0
27	6ctrrvi9	0
27	0rv2b365	0
27	g4zltajv	0
27	qya23oy1	0
27	x1ffjbvi	0
27	5w194etz	0
27	d1otxzka	0
27	jk28r07t	0
27	04obkof4	0
27	b5nxqxsy	0
27	z28c06bx	0
27	soyy2ild	0
27	9i024s08	0
27	h6qukrak	0
27	cdqfimr6	0
27	dtvtvbgf	0
28	16d0zvot	2
28	zrx4x5sa	2
28	6lr33fpk	0
28	i4p4p0o4	2
28	6udshgf7	2
28	5kjsr0qk	2
29	1iq1j47x	2
29	ai7q035z	2
29	jpkxjn6e	2
29	ob37jivi	2
29	7jsponjx	0
29	rl2qxd03	0
29	303b23dd	0
29	q2b4ig1h	0
29	8hrjgcas	0
29	gxhztof5	0
29	qci7khki	2
29	5wfqkr19	0
30	ke5hxd8o	2
30	ykfm38tg	0
30	hgpgeel6	2
30	0b8thzom	2
31	wcwyzfgl	0
31	j1cdoxqs	0
31	be0mr85h	0
31	bp9xz9wk	0
31	gvfooevu	0
31	msy3upqu	0
31	c77x3btm	0
31	why2zsb1	0
31	hpr947vy	0
31	lq0pn1yn	0
31	miyvn7vd	0
31	w8wyzsn0	0
31	b1fzmxdg	2
31	k3ts6yk4	0
31	0lp2aqlu	0
32	t8pltw5x	0
32	ncp6dhnw	0
32	ggofvijc	0
32	5zb96j4a	0
32	9ixbawvv	0
32	49q2xxkw	0
32	mfwfibki	0
32	sf5jd7cv	0
32	cp3vl2xs	0
32	fpkieod9	0
32	qkask7md	0
32	vl5tf72x	0
32	vc78113o	0
32	wbwmmozo	0
32	lu8zwkpj	0
32	1qnwi5s7	2
32	d7q6u7vj	2
32	s1bal0lg	0
32	idg60ids	0
32	piwowtxa	0
32	b26x2e5f	0
32	va38ezf3	0
32	jr0sexwv	0
32	hwwaoza1	0
32	baoqgu8v	0
32	yifhgoal	0
32	n95j94ck	0
32	76xp953p	0
32	hmvo5b0q	0
32	b6aeu1ph	0
32	m5brxspf	0
32	42wv7zl6	0
32	lhj7cd8t	2
32	kad7x2ai	2
32	fgms7mar	0
32	zeq8b776	0
32	9xdtmk8q	0
32	yzn6jibu	0
32	amji4ddo	0
32	7gfk554m	0
32	6tytbgpq	2
33	bzz9foxx	0
33	0hja5bd8	2
33	6mewd1gl	0
33	4yuhtvim	0
33	42e2ze7l	0
33	91e70966	0
33	l375v2my	2
33	gz2qv4m6	0
33	sjub0mwv	0
33	l64pg7pg	0
33	o29773cz	0
33	1xjgtj0t	0
33	bjnebkck	0
33	qz019r9r	0
33	qd0m9aeg	0
33	mhyem611	0
33	akam4ex6	0
33	egcwdxhq	0
33	aeq1woir	0
33	lw8g17ae	2
34	lo58re8s	2
34	ziyo5umz	0
34	bfpmx2d3	0
34	e1fhje3z	0
34	3dmfcz1i	0
34	9zjtwp19	0
34	miemes9h	0
34	7kjwe7vf	2
34	97pdrvvt	0
34	ds406xad	0
34	vr0xoohd	0
34	0i5zlvgn	0
34	tsd6sjcx	0
34	vmkndtf1	1
34	ibi7503i	0
34	lcqxnrge	2
34	kwszpko5	0
34	75edn47t	0
34	s4rchkyh	0
34	0z3jwwby	0
34	j8q6n9cs	0
34	5hei9fac	0
34	5lt6ke6v	0
34	mwrm2umq	0
34	6aku7ghk	2
34	fmxql83t	2
34	qvsoinfy	2
34	8t7pos8x	0
34	xxg7wfz3	0
35	6h150fx0	0
35	lsvrjd4s	0
35	wy0y5ztd	0
35	jb05x03a	0
35	rzpbpxw2	0
35	8lmrft9m	0
35	bfroyg2e	0
35	h0kznnuw	0
35	zgs9e0p5	0
35	35u70l6e	0
35	nkkn9vtq	0
35	p4jmmnk4	0
35	brep5ln5	0
35	psh5jevz	2
35	ita70a52	2
35	t6sfs24q	0
35	a7o0xom4	0
35	gt2bhbtf	0
35	1zp94qcs	0
35	rlc2f6zw	2
35	gsp873fk	0
35	t5ycl437	0
35	un2lqnk7	0
35	dyynuynl	2
35	de9bn02t	0
36	knvabdsg	2
36	1intktsf	2
36	2fn25l6m	0
36	7xd93aqv	0
36	amji4ddo	0
36	zz1c1dpd	2
36	2o8u4eny	2
37	yzn6jibu	0
38	3nnlkbph	2
38	qjpownkg	2
38	7icw3be3	0
38	5044ruwl	0
38	9a27s0zn	0
38	cowt4c2c	0
38	d4h49d8b	0
38	r6kl7vb0	0
38	v666xzjj	2
38	hl225efn	0
38	kln7f26y	0
39	k3w39apy	2
39	dn41mqmb	2
40	1aqt65cc	2
40	armpejd2	2
40	llsp96jz	0
40	yzn6jibu	0
40	w3z7mxu7	0
40	rdtseh5k	0
40	zqaqe1kg	0
40	v6nzp73y	0
40	l0b99hye	0
40	7dqcxyxf	0
41	vgtc0k3a	0
41	aeaqr9ry	2
41	gypm0p78	0
41	bv0ltq8e	2
41	jih9ep5c	0
42	am4vvqo6	0
42	6hch5vdj	0
42	3vpx738n	0
42	gg194jvb	0
42	srex1y8x	0
42	65n6p550	0
43	6lan923i	0
43	1cg6wnpj	0
43	rd1xvoa1	0
43	njy17oq1	0
43	m39egxs3	0
43	bol7brtc	0
43	yppovcjo	0
43	hdy4h13e	0
43	9n3j2an0	0
43	nj2dllu3	0
43	sb0mjhzm	0
43	gs7j6fxo	0
43	850ite57	0
43	n5b1kzlw	0
43	1vehveqk	0
43	u81fflce	0
44	w524alg0	0
44	480bzpi1	0
44	9mjyu55i	0
44	gkkgtc5r	0
44	9zjtwp19	0
44	smlybihi	0
44	vd5lfouz	0
44	t2xw24f8	0
44	d8eqifvv	0
44	p48bw6s4	0
44	qp77vl6h	0
44	2w05l8r6	2
44	y5dalgsz	2
44	ablxevct	0
44	1vav13al	2
45	me9ie5u7	2
45	vb4eyjyu	2
45	mbngwwhy	2
45	4d5h6o0e	2
45	025n6d88	2
45	iwkrbrli	0
45	86wrxmcw	2
45	10l6kx3e	0
45	5044ruwl	0
45	bvm1mrdy	0
45	v04vu1f5	0
46	ec5a65l8	0
46	zrx4x5sa	2
46	l64pg7pg	0
46	tmbpijna	0
46	u3n60qjw	2
46	sdih33mv	2
46	umqowine	0
46	sx3iox3k	0
46	35x7qrw5	0
46	tcelcwge	2
46	mbasdyhf	0
46	divulh6a	0
46	4bkinsuo	2
46	lh5g8vl7	2
46	0eizsamh	2
47	29aqx87q	0
47	lm18i64j	0
47	ow9mn18o	0
47	sexx9196	0
47	hoil2hxq	0
47	cyn4ssih	0
47	01d8cqn4	0
47	svgknqud	0
47	bgoihr3t	0
47	12y25ink	0
47	u1niqeet	0
47	f6tylzpm	2
47	7jn40hi7	0
47	9zjtwp19	0
47	d5pic2ws	2
47	kb7ntsu8	0
47	slbh9sa2	2
47	zrhesp7c	0
47	widz6dtu	2
47	ykmmtmsn	0
47	90d21ck7	0
47	j7u0ztqy	0
47	pgtvx6wb	0
47	aajp7xkt	0
47	tr1knchk	0
47	bri67c94	0
47	vqxltwce	2
47	rzjcndu1	0
47	nrhutg08	0
47	m0avj7ay	2
47	z28c06bx	2
47	soyy2ild	2
47	06t7xwts	0
47	zgrr2hdi	0
47	qpwr8zww	0
47	bxqlan20	0
47	xd3bf11a	0
47	hzuw5u4p	0
47	qxofe4t2	0
47	8ar51let	0
47	ipm36go5	0
48	qi15s73t	0
48	i5sk772y	2
48	du0mfrbt	2
48	v3mt8cd5	2
48	cr6nnhy5	0
48	xp65uv82	0
48	3pdugzub	0
48	vpz3o29f	0
48	l0xh4myc	0
48	uwrzpgrt	0
48	y7do987k	0
48	h2hhquht	0
48	9s7zzrxu	0
48	qf3ki87g	2
49	88fv2ea4	2
49	utsqydzz	0
49	vysrzhjs	0
49	i69xcw1o	0
49	2ueu8nv4	2
49	qbi5998f	2
49	59nwq502	0
49	xm0n9iu4	2
49	j8q6n9cs	0
49	5hei9fac	0
49	gzc72bdy	0
49	5y5k7xox	0
49	wk61uyrt	0
49	ian35wkd	0
50	dqour5jr	0
50	dtwstwbe	0
50	cyopezdr	0
50	deajwhx0	0
50	icwvm7jp	0
50	998lscmk	0
50	cp3vl2xs	0
50	fpkieod9	0
50	04rs27ck	2
50	3pxc5wot	2
50	urpianz6	2
50	50d92kjk	2
50	ydywrk62	2
50	d7q6u7vj	0
50	9ieyip27	0
50	a2hd6d7s	0
50	9sbrxzxu	0
50	gpntxvi4	0
50	73dwlakt	0
50	dv9m19yk	0
50	53bw4z9u	0
50	5gio6ruj	0
50	6derrgno	2
50	7k088cqv	0
50	f8aolprb	0
50	we7wv6so	0
50	t35voozy	0
50	fb8a6evc	0
50	nper7qes	2
