5	42576	98
5	28401	99
5	64256	100
6	134864	1
6	137273	2
6	111663	3
6	68129	4
6	74204	5
6	136323	6
6	67815	7
6	115749	8
6	154397	9
6	46916	10
6	71417	11
6	37992	12
6	104089	13
6	96634	14
6	98993	15
6	68399	16
6	40812	17
6	137004	18
6	70782	19
6	171038	20
6	137920	21
6	91754	22
6	103204	23
6	92640	24
6	134522	25
6	142843	26
6	98695	27
6	96054	28
6	104998	29
6	141227	30
6	92639	31
6	99470	32
6	70083	33
6	72412	34
6	76307	35
6	71999	36
6	114356	37
6	67796	38
6	133263	39
6	103255	40
6	72454	41
6	49379	42
6	89261	43
6	106082	44
6	77234	45
6	162512	46
6	88788	47
6	111560	48
6	115525	49
6	88981	50
6	123404	51
6	81091	52
6	93231	53
6	39850	54
6	68382	55
6	77078	56
6	98207	57
6	95025	58
6	28388	59
6	71554	60
6	106099	61
6	70029	62
6	91752	63
6	81778	64
6	108385	65
6	88531	66
6	104906	67
6	147981	68
6	109805	69
6	145414	70
6	73331	71
6	117529	72
6	168678	73
6	68390	74
6	72868	75
6	43680	76
6	114254	77
6	67138	78
6	101399	79
6	105630	80
6	170719	81
6	31720	82
6	110600	83
6	70476	84
6	118219	85
6	107317	86
6	139474	87
6	119998	88
6	65860	89
6	73016	90
6	94249	91
6	142719	92
6	123902	93
6	109278	94
6	150859	95
6	70503	96
6	71746	97
6	68411	98
6	71180	99
6	113212	100
7	149715	1
7	169674	2
7	68461	3
7	169467	4
7	170183	5
7	153847	6
7	97281	7
7	74785	8
7	79069	9
7	79860	10
7	85446	11
7	145122	12
7	88367	13
7	71274	14
7	146752	15
7	80949	16
7	167400	17
7	124313	18
7	89261	19
7	73091	20
7	137534	21
7	77234	22
7	130367	23
7	159884	24
7	147242	25
7	110394	26
7	115616	27
7	85391	28
7	60914	29
7	78975	30
7	137515	31
7	114980	32
7	117467	33
7	95025	34
7	71905	35
7	132996	36
7	139859	37
7	76972	38
7	98232	39
7	83254	40
7	86584	41
7	39877	42
7	134050	43
7	94762	44
7	84854	45
7	80894	46
7	148125	47
7	73432	48
7	79476	49
7	160779	50
7	74378	51
7	39850	52
7	153358	53
7	87473	54
7	98233	55
7	98207	56
7	122035	57
7	82813	58
7	39681	59
7	97803	60
7	110043	61
7	81778	62
7	146471	63
7	112647	64
7	147513	65
7	122841	66
7	83999	67
7	157621	68
7	114324	69
7	149530	70
7	38994	71
7	168528	72
7	67914	73
7	124688	74
7	85125	75
7	156331	76
7	121110	77
7	73723	78
7	37543	79
7	83355	80
7	127471	81
7	96298	82
7	70412	83
7	121560	84
7	79677	85
7	13641	86
7	29090	87
7	117605	88
7	68399	89
7	168840	90
7	102894	91
7	77194	92
7	74546	93
7	78033	94
7	126640	95
7	162875	96
7	105955	97
7	150833	98
7	83906	99
7	80587	100
8	129692	1
8	109699	2
8	98045	3
8	145521	4
8	168046	5
8	67252	6
8	101359	7
8	170177	8
8	73608	9
8	59076	10
8	71995	11
8	152396	12
8	74468	13
8	71807	14
8	70778	15
8	147114	16
8	142236	17
8	120778	18
8	134354	19
8	113866	20
8	115321	21
8	114127	22
8	70949	23
8	71259	24
8	140304	25
8	69262	26
8	131649	27
8	143021	28
8	76222	29
8	99511	30
8	90030	31
8	75646	32
8	160883	33
8	69842	34
8	89259	35
8	41411	36
8	97527	37
8	69041	38
8	76052	39
8	74604	40
8	93557	41
8	69294	42
8	68016	43
8	118318	44
8	135545	45
8	95058	46
8	34189	47
8	71608	48
8	72173	49
8	117042	50
8	117953	51
8	114174	52
8	71788	53
8	137343	54
8	113008	55
8	135318	56
8	72111	57
8	67671	58
8	152901	59
8	63819	60
8	105581	61
8	70272	62
8	116947	63
8	106558	64
8	62638	65
8	72374	66
8	97636	67
8	127928	68
8	69638	69
8	120183	70
8	72865	71
8	110905	72
8	166590	73
8	75548	74
8	154898	75
8	75639	76
8	114985	77
8	68411	78
8	72039	79
8	73581	80
8	68605	81
8	71435	82
8	71772	83
8	76299	84
8	62750	85
8	72802	86
8	43584	87
8	101456	88
8	72911	89
8	70336	90
8	109175	91
8	72873	92
8	143356	93
8	153145	94
8	59253	95
8	70780	96
8	160026	97
8	126757	98
8	114266	99
8	117274	100
9	115018	1
9	70966	2
9	93666	3
9	92479	4
9	88682	5
9	27987	6
9	125258	7
9	32864	8
9	73646	9
9	146451	10
9	98472	11
9	70480	12
9	154112	13
9	100831	14
9	90837	15
9	121690	16
9	108445	17
9	164312	18
9	31494	19
9	91412	20
9	114308	21
9	147615	22
9	115664	23
9	60999	24
9	95943	25
9	134363	26
9	121987	27
9	75581	28
9	101070	29
9	155591	30
9	123951	31
9	50385	32
9	109068	33
9	114733	34
9	107888	35
9	95322	36
9	71809	37
9	51525	38
9	71928	39
9	147105	40
9	111747	41
9	93152	42
9	52861	43
9	121913	44
9	151727	45
9	88874	46
9	114332	47
9	69831	48
9	68715	49
9	109656	50
9	169646	51
9	94776	52
9	168254	53
9	70516	54
9	121750	55
9	125135	56
9	107394	57
9	50943	58
9	97451	59
9	71596	60
9	96916	61
9	123191	62
9	113293	63
9	142357	64
9	103419	65
9	117554	66
9	170335	67
9	111702	68
9	129565	69
9	38355	70
9	167132	71
9	157856	72
9	67486	73
9	131461	74
9	74894	75
9	170907	76
9	97987	77
9	152134	78
9	46651	79
9	51541	80
9	50435	81
9	56170	82
9	111799	83
9	158380	84
9	139937	85
9	42317	86
9	121500	87
9	100836	88
9	66171	89
9	104144	90
9	103861	91
9	84344	92
9	68189	93
9	134390	94
9	102035	95
9	89424	96
9	116007	97
9	149334	98
9	59805	99
9	92450	100
10	97000	1
10	89941	2
10	69048	3
10	71169	4
10	67437	5
10	69740	6
10	142636	7
10	113391	8
10	107304	9
10	69638	10
10	108486	11
10	158809	12
10	74158	13
10	161158	14
10	122162	15
10	129897	16
10	91464	17
10	91474	18
10	67657	19
10	106478	20
10	141066	21
10	49858	22
10	91866	23
10	73197	24
10	117951	25
10	127927	26
10	71963	27
10	59012	28
10	69331	29
10	89535	30
10	74429	31
10	95747	32
10	158063	33
10	70030	34
10	106477	35
10	29104	36
10	151989	37
10	57468	38
10	68905	39
10	112848	40
10	94894	41
10	92668	42
10	90590	43
10	75602	44
10	92612	45
10	38008	46
10	96651	47
10	93537	48
10	33101	49
10	164414	50
10	71526	51
10	74927	52
10	69123	53
10	99799	54
10	148989	55
10	72735	56
10	114395	57
10	67482	58
10	89004	59
10	73800	60
10	67703	61
10	72349	62
10	74469	63
10	133249	64
10	121818	65
10	115387	66
10	67614	67
10	68240	68
10	76354	69
10	72692	70
10	75969	71
10	143452	72
10	100987	73
10	68519	74
10	114645	75
10	73953	76
10	131103	77
10	100979	78
10	68006	79
10	70054	80
10	103278	81
10	68555	82
10	22279	83
10	73126	84
10	96726	85
10	75635	86
10	74403	87
10	25324	88
10	169911	89
10	75720	90
10	71884	91
10	94052	92
10	131475	93
10	74279	94
10	71650	95
10	90074	96
10	115456	97
10	67477	98
10	110682	99
10	112306	100
11	115922	1
11	139325	2
11	88966	3
11	92231	4
11	156806	5
11	94966	6
11	141534	7
11	97667	8
11	144838	9
11	39206	10
11	119528	11
11	93939	12
11	154886	13
11	135089	14
11	105766	15
11	55563	16
11	31292	17
11	118518	18
11	111298	19
11	70417	20
11	114713	21
11	110499	22
11	49014	23
11	78697	24
11	76647	25
11	113009	26
11	115758	27
11	64570	28
11	54645	29
11	97541	30
11	84358	31
11	91174	32
11	155096	33
11	96052	34
11	110896	35
11	94418	36
11	78593	37
11	99738	38
11	137587	39
11	105329	40
11	118577	41
11	133601	42
11	119393	43
11	90111	44
11	139824	45
11	48501	46
11	111920	47
11	51920	48
11	126513	49
11	118875	50
11	65569	51
11	92120	52
11	36572	53
11	79469	54
11	112181	55
11	127123	56
11	95476	57
11	52130	58
11	108698	59
11	101332	60
11	119004	61
11	102643	62
11	116546	63
11	116587	64
11	105017	65
11	62120	66
11	99226	67
11	39946	68
11	90834	69
11	108234	70
11	149779	71
11	44255	72
11	106715	73
11	89812	74
11	103587	75
11	113033	76
11	115604	77
11	57109	78
11	45220	79
11	97795	80
11	98789	81
11	53251	82
11	96713	83
11	89137	84
11	46347	85
11	67044	86
11	98671	87
11	162245	88
11	106092	89
11	110221	90
11	109247	91
11	108802	92
11	152061	93
11	44664	94
11	114874	95
11	72186	96
11	129843	97
11	66289	98
11	156069	99
11	119927	100
12	1059	1
12	116992	2
12	13518	3
12	59048	4
12	27513	5
12	68862	6
12	167733	7
12	162572	8
12	35333	9
12	130867	10
12	54526	11
12	111156	12
12	81607	13
12	165158	14
12	94496	15
12	158006	16
12	62389	17
12	79506	18
12	86345	19
12	139515	20
12	34113	21
12	128474	22
12	28419	23
12	15144	24
12	33028	25
12	93496	26
12	100843	27
12	92601	28
12	164072	29
12	98598	30
12	110327	31
12	132028	32
12	102055	33
12	113427	34
12	139344	35
12	116499	36
12	82418	37
12	139661	38
12	81094	39
12	157056	40
12	112364	41
12	164782	42
12	129208	43
12	68584	44
12	135378	45
12	74167	46
12	151442	47
12	142782	48
12	98906	49
12	51290	50
12	93200	51
12	132091	52
12	87425	53
12	162093	54
12	106416	55
12	112040	56
12	102970	57
12	125685	58
12	81759	59
12	117977	60
12	4797	61
12	159231	62
12	4310	63
12	90882	64
12	41514	65
12	75333	66
12	154714	67
12	151763	68
12	21111	69
12	110472	70
12	134199	71
12	32840	72
12	89243	73
12	34803	74
12	64899	75
12	5185	76
12	46941	77
12	12808	78
12	123946	79
12	92359	80
12	28714	81
12	77414	82
12	134876	83
12	94041	84
12	34214	85
12	121579	86
12	148115	87
12	121302	88
12	9385	89
12	54614	90
12	165049	91
12	27726	92
12	152611	93
12	144675	94
12	24536	95
12	22924	96
12	92053	97
12	49514	98
12	70116	99
12	39179	100
13	108962	1
13	42570	2
13	100467	3
13	92538	4
13	131127	5
13	101440	6
13	146010	7
13	116564	8
13	62148	9
13	76005	10
13	67560	11
13	159602	12
13	118226	13
13	133776	14
13	164603	15
13	89233	16
13	112839	17
13	77201	18
13	170335	19
13	70084	20
13	81020	21
13	100504	22
13	168009	23
13	112334	24
13	68151	25
13	110124	26
13	141512	27
13	95387	28
13	37817	29
13	107284	30
13	67940	31
13	92234	32
13	96499	33
13	106297	34
13	163135	35
13	36474	36
13	112931	37
13	67770	38
13	144332	39
13	61562	40
13	123576	41
13	116086	42
13	71456	43
13	118319	44
13	96611	45
13	131517	46
13	167857	47
13	76191	48
13	72663	49
13	132264	50
13	67368	51
13	116987	52
13	86709	53
13	97925	54
13	70417	55
13	21040	56
13	117979	57
13	104251	58
13	7203	59
13	55065	60
13	125040	61
13	111124	62
13	168372	63
13	113370	64
13	70913	65
13	129654	66
13	107127	67
13	165956	68
13	106743	69
13	151245	70
13	103480	71
13	75432	72
13	102862	73
13	33425	74
13	171323	75
13	162163	76
13	170913	77
13	128875	78
13	163348	79
13	138340	80
13	95845	81
13	147986	82
13	168951	83
13	115004	84
13	167556	85
13	155211	86
13	59894	87
13	100459	88
13	73981	89
13	84422	90
13	131221	91
13	141069	92
13	103813	93
13	166658	94
13	113286	95
13	96076	96
13	142244	97
13	138937	98
13	161132	99
13	156084	100
14	111450	1
14	121192	2
14	117631	3
14	63445	4
14	67775	5
14	134412	6
14	110179	7
14	63181	8
14	104880	9
14	51752	10
14	97304	11
14	95605	12
14	118455	13
14	155294	14
14	118433	15
14	73234	16
14	89067	17
14	64397	18
14	50955	19
14	68463	20
14	110965	21
14	90793	22
14	69769	23
14	95534	24
14	153759	25
14	98032	26
14	136696	27
14	63301	28
14	25675	29
14	100993	30
14	75026	31
14	72163	32
14	134568	33
14	109662	34
14	114119	35
14	103773	36
14	67120	37
14	70897	38
14	98207	39
14	107409	40
14	73494	41
14	142938	42
14	56726	43
14	21704	44
14	26080	45
14	107763	46
14	152860	47
14	90897	48
14	111707	49
14	73480	50
14	81533	51
14	118729	52
14	156073	53
14	77937	54
14	126555	55
14	103811	56
14	102052	57
14	165370	58
14	115741	59
14	99166	60
14	119345	61
14	76644	62
14	158171	63
14	74815	64
14	148716	65
14	69488	66
14	68021	67
14	113679	68
14	108436	69
14	109567	70
14	95839	71
14	136771	72
14	67102	73
14	50192	74
14	162394	75
14	136138	76
14	100727	77
14	118036	78
14	159302	79
14	75979	80
14	142483	81
14	48357	82
14	132531	83
14	135848	84
14	60279	85
14	58533	86
14	75937	87
14	118397	88
14	72790	89
14	65504	90
14	160737	91
14	89114	92
14	64786	93
14	121997	94
14	33623	95
14	45959	96
14	119005	97
14	101504	98
14	105380	99
14	102788	100
15	159812	1
15	121095	2
15	91205	3
15	125626	4
15	137764	5
15	114055	6
15	143527	7
15	160326	8
15	108813	9
15	29694	10
15	113289	11
15	170673	12
15	74422	13
15	71756	14
15	147855	15
15	102116	16
15	12693	17
15	141116	18
15	106765	19
15	144529	20
15	72390	21
15	67141	22
15	145292	23
15	113548	24
15	132616	25
15	68719	26
15	72927	27
15	69482	28
15	73711	29
15	94889	30
15	90206	31
15	140630	32
15	142853	33
15	75175	34
15	155359	35
15	163078	36
15	169595	37
15	94334	38
15	48500	39
15	119254	40
15	65392	41
15	117660	42
15	83407	43
15	149378	44
15	99538	45
15	94040	46
15	75264	47
15	147741	48
15	124883	49
15	58280	50
15	71474	51
15	125648	52
15	128883	53
15	85041	54
15	157964	55
15	75930	56
15	135205	57
15	141326	58
15	90351	59
15	164603	60
15	89233	61
15	74016	62
15	120491	63
15	103032	64
15	149189	65
15	83719	66
15	113509	67
15	168236	68
15	66990	69
15	73640	70
15	126034	71
15	109223	72
15	132784	73
15	70448	74
15	141322	75
15	58027	76
15	164546	77
15	74832	78
15	36824	79
15	57341	80
15	167467	81
15	58340	82
15	74319	83
15	113260	84
15	42825	85
15	112729	86
15	108387	87
15	148842	88
15	39490	89
15	111201	90
15	113116	91
15	93255	92
15	73789	93
15	133017	94
15	141836	95
15	72946	96
15	170348	97
15	109909	98
15	143570	99
15	77463	100
16	125626	1
16	91205	2
16	125648	3
16	48500	4
16	170673	5
16	75175	6
16	83407	7
16	144587	8
16	167467	9
16	69849	10
16	141326	11
16	144332	12
16	139490	13
16	107036	14
16	134266	15
16	113457	16
16	58280	17
16	71353	18
16	12693	19
16	94334	20
16	170348	21
16	164603	22
16	89233	23
16	169202	24
16	35148	25
16	65392	26
16	70142	27
16	150643	28
16	124883	29
16	158921	30
16	73218	31
16	114814	32
16	119762	33
16	138807	34
16	122286	35
16	51423	36
16	107789	37
16	129676	38
16	126034	39
16	69482	40
16	152954	41
16	105764	42
16	26881	43
16	121368	44
16	159812	45
16	159979	46
16	59907	47
16	136581	48
16	87827	49
16	92434	50
16	155630	51
16	90996	52
16	90871	53
16	77525	54
16	73632	55
16	90872	56
16	68285	57
16	70448	58
16	101341	59
16	147157	60
16	72046	61
16	126640	62
16	113116	63
16	30831	64
16	82939	65
16	79698	66
16	43618	67
16	73640	68
16	87555	69
16	139907	70
16	73981	71
16	100455	72
16	97897	73
16	112751	74
16	70808	75
16	79051	76
16	108777	77
16	112458	78
16	29694	79
16	145616	80
16	96688	81
16	113509	82
16	58340	83
16	102871	84
16	123744	85
16	86354	86
16	78545	87
16	122384	88
16	105933	89
16	49212	90
16	85896	91
16	166060	92
16	52566	93
16	114406	94
16	69725	95
16	162995	96
16	96336	97
16	124575	98
16	120094	99
16	114407	100
17	74370	1
17	74550	2
17	120734	3
17	27687	4
17	121062	5
17	74238	6
17	88429	7
17	149908	8
17	87655	9
17	142575	10
17	96952	11
17	21880	12
17	142649	13
17	165000	14
17	127286	15
17	106197	16
17	121975	17
17	116651	18
17	105811	19
17	8167	20
17	89159	21
17	136159	22
17	70454	23
17	56474	24
17	167193	25
17	111794	26
17	90834	27
17	91654	28
17	170234	29
17	112031	30
17	67100	31
17	112681	32
17	115902	33
17	71577	34
17	160420	35
17	91794	36
17	70276	37
17	67532	38
17	94863	39
17	101589	40
17	145038	41
17	128956	42
17	37693	43
17	139824	44
17	104639	45
17	144193	46
17	162814	47
17	105119	48
17	47622	49
17	77349	50
17	81872	51
17	70298	52
17	149112	53
17	89766	54
17	104674	55
17	104979	56
17	141649	57
17	13060	58
17	137046	59
17	95344	60
17	36439	61
17	69537	62
17	92393	63
17	73200	64
17	107824	65
17	76241	66
17	121602	67
17	163548	68
17	57109	69
17	170868	70
17	93896	71
17	116605	72
17	147625	73
17	148407	74
17	137857	75
17	154667	76
17	159999	77
17	106702	78
17	72771	79
17	91901	80
17	144549	81
17	102240	82
17	145424	83
17	144383	84
17	98339	85
17	126487	86
17	152510	87
17	48294	88
17	168669	89
17	69904	90
17	128624	91
17	103054	92
17	75747	93
17	169611	94
17	130408	95
17	33136	96
17	63535	97
17	128628	98
17	29289	99
17	89679	100
18	158582	1
18	31097	2
18	111968	3
18	105564	4
18	168632	5
18	126412	6
18	90388	7
18	100533	8
18	103334	9
18	45794	10
18	102102	11
18	44552	12
18	103141	13
18	119878	14
18	135697	15
18	102732	16
18	97807	17
18	139449	18
18	39395	19
18	27038	20
18	91666	21
18	87947	22
18	74804	23
18	106699	24
18	95845	25
18	91938	26
18	68073	27
18	71321	28
18	136571	29
18	107441	30
18	110234	31
18	118125	32
18	61025	33
18	76294	34
18	97546	35
18	32260	36
18	72649	37
18	99122	38
18	168951	39
18	117292	40
18	92016	41
18	132122	42
18	55859	43
18	56733	44
18	81393	45
18	113151	46
18	145912	47
18	103480	48
18	151245	49
18	115689	50
18	103106	51
18	111531	52
18	55129	53
18	91031	54
18	97856	55
18	75144	56
18	165105	57
18	133643	58
18	166291	59
18	102323	60
18	52605	61
18	115660	62
18	90972	63
18	116711	64
18	127411	65
18	108823	66
18	112233	67
18	100842	68
18	135586	69
18	114522	70
18	141776	71
18	167593	72
18	90677	73
18	69554	74
18	116750	75
18	101703	76
18	96983	77
18	70785	78
18	110739	79
18	91620	80
18	100369	81
18	62334	82
18	143419	83
18	108816	84
18	108815	85
18	103892	86
18	91748	87
18	141976	88
18	92648	89
18	159095	90
18	126582	91
18	153886	92
18	111508	93
18	78087	94
18	151005	95
18	70911	96
18	101598	97
18	23422	98
18	113855	99
18	136985	100
19	120756	1
19	36709	2
19	75265	3
19	120275	4
19	146345	5
19	108967	6
19	60900	7
19	44552	8
19	102102	9
19	91959	10
19	159541	11
19	164213	12
19	95624	13
19	83585	14
19	126412	15
19	81393	16
19	169712	17
19	128084	18
19	117748	19
19	108018	20
19	63578	21
19	108377	22
19	105385	23
19	27038	24
19	127517	25
19	130567	26
19	87947	27
19	146080	28
19	141963	29
19	100172	30
19	31097	31
19	54743	32
19	155336	33
19	118531	34
19	25826	35
19	95974	36
19	89141	37
19	70999	38
19	101598	39
19	155294	40
19	68083	41
19	92233	42
19	93405	43
19	113416	44
19	39377	45
19	171206	46
19	97434	47
19	144067	48
19	101183	49
19	119854	50
19	88147	51
19	66190	52
19	149376	53
19	129845	54
19	120349	55
19	25828	56
19	103334	57
19	111968	58
19	97787	59
19	103247	60
19	144220	61
19	26778	62
19	33453	63
19	76269	64
19	91620	65
19	104407	66
19	87741	67
19	132924	68
19	132386	69
19	97771	70
19	166351	71
19	105564	72
19	99562	73
19	146446	74
19	78087	75
19	75435	76
19	107823	77
19	169338	78
19	106983	79
19	110922	80
19	74367	81
19	96881	82
19	163673	83
19	158582	84
19	40982	85
19	90999	86
19	103056	87
19	120480	88
19	124343	89
19	74326	90
19	152965	91
19	125291	92
19	91825	93
19	114490	94
19	141576	95
19	111701	96
19	113481	97
19	30140	98
19	164521	99
19	164808	100
20	155573	1
20	84458	2
20	111220	3
20	132735	4
20	76218	5
20	101973	6
20	73884	7
20	97947	8
20	128894	9
20	99531	10
20	90793	11
20	75698	12
20	58558	13
20	71137	14
20	67835	15
20	149943	16
20	119622	17
20	154122	18
20	69581	19
20	55258	20
20	69657	21
20	68940	22
20	62785	23
20	145883	24
20	99392	25
20	106989	26
20	106135	27
20	139533	28
20	111033	29
20	157416	30
20	103500	31
20	68178	32
20	108448	33
20	49432	34
20	117074	35
20	101815	36
20	70806	37
20	109231	38
20	99476	39
20	163092	40
20	113406	41
20	72131	42
20	138597	43
20	98058	44
20	125024	45
20	103160	46
20	107143	47
20	39683	48
20	158284	49
20	58202	50
20	45434	51
20	155719	52
20	88492	53
20	71529	54
20	112146	55
20	142573	56
20	106868	57
20	102839	58
20	80808	59
20	73825	60
20	65592	61
20	135650	62
20	164709	63
20	126836	64
20	91398	65
20	99865	66
20	129820	67
20	90024	68
20	75617	69
20	119465	70
20	116610	71
20	96920	72
20	110712	73
20	135803	74
20	95265	75
20	88681	76
20	165941	77
20	133101	78
20	121727	79
20	152763	80
20	145317	81
20	75878	82
20	96297	83
20	100622	84
20	153652	85
20	97007	86
20	27986	87
20	71603	88
20	37542	89
20	96749	90
20	109786	91
20	117863	92
20	98897	93
20	117137	94
20	75820	95
20	121497	96
20	90270	97
20	30077	98
20	92427	99
20	72030	100
